"id","G","region","age_band","income","credit_score","employment_yrs","score","Y","Yhat","ZG"
3016,1,0,"18-30",30525,723,10.6,0.8356,1,1,2
3017,0,0,"51+",37736,753,5.6,0.4263,0,0,0
3018,1,1,"51+",50980,501,8.9,0.152,1,0,3
3019,0,1,"51+",41131,651,3.8,0.2777,0,0,1
3020,1,0,"51+",46047,651,3.3,0.6606,0,1,2
3021,1,1,"18-30",27523,744,2.1,0.2404,1,0,3
3022,0,1,"31-50",37643,646,3.9,0.2203,0,0,1
3023,1,1,"51+",34224,694,6.9,0.5112,0,1,3
3024,1,1,"31-50",40512,672,0,0.2501,0,0,3
3025,0,0,"31-50",44703,619,2.6,0.3875,0,0,0
3026,0,0,"31-50",21678,857,0.9,0.735,0,1,0
3027,0,0,"51+",41083,542,5.2,0.2772,0,0,0
3028,0,0,"31-50",19414,565,0,0.0134,0,0,0
3029,1,1,"31-50",28967,696,6.9,0.4135,1,0,3
3030,0,1,"18-30",35792,612,13.6,0.4883,0,0,1
3031,0,1,"31-50",47070,652,5.6,0.6592,1,1,1
3032,1,1,"51+",35508,583,10.1,0.3979,0,0,3
3033,1,0,"18-30",32777,700,7.9,0.315,0,0,2
3034,1,1,"31-50",39837,664,7.3,0.7304,0,1,3
3035,0,0,"18-30",41978,505,0,0.091,0,0,0
3036,1,1,"31-50",46824,653,13.1,0.779,1,1,3
3037,1,1,"51+",39278,544,15.5,0.4058,1,0,3
3038,1,1,"51+",48034,659,11.8,0.8218,1,1,3
3039,1,0,"31-50",41453,665,5.6,0.5805,1,1,2
3040,0,1,"31-50",33385,526,7.8,0.0806,0,0,1
3041,1,1,"31-50",40347,744,2.2,0.5937,1,1,3
3042,1,1,"18-30",49120,681,9,0.8795,1,1,3
3043,1,0,"18-30",33616,657,5.8,0.3756,1,0,2
3044,1,0,"18-30",31846,736,3.2,0.4385,1,0,2
3045,1,1,"18-30",37518,666,7.2,0.1551,1,0,3
3046,0,0,"51+",33120,568,9.8,0.1431,0,0,0
3047,1,0,"51+",44590,745,13.1,0.9236,1,1,2
3048,0,0,"18-30",37181,677,6.3,0.6398,0,1,0
3049,1,0,"31-50",54243,598,13.5,0.5744,1,1,2
3050,0,1,"31-50",31699,679,11.5,0.4208,0,0,1
3051,0,1,"51+",49254,678,5.2,0.8413,1,1,1
3052,1,0,"18-30",51230,673,2.6,0.7609,1,1,2
3053,0,1,"51+",40697,693,2.1,0.4779,1,0,1
3054,1,1,"31-50",42473,835,12.5,0.9752,1,1,3
3055,1,0,"51+",41661,738,10.5,0.8859,1,1,2
3056,0,0,"18-30",19171,800,4.3,0.7036,1,1,0
3057,1,0,"31-50",27901,783,1,0.5654,0,1,2
3058,0,1,"18-30",27675,605,3.6,0.1127,0,0,1
3059,0,1,"18-30",34670,650,8.5,0.1983,0,0,1
3060,0,1,"18-30",44075,582,7.6,0.3489,0,0,1
3061,0,0,"31-50",26347,657,3.3,0.0523,0,0,0
3062,1,0,"31-50",42457,658,9.8,0.7755,1,1,2
3063,0,1,"31-50",16658,671,3,0.0841,0,0,1
3064,1,0,"31-50",59623,651,10.1,0.9291,1,1,2
3065,1,0,"31-50",38444,639,4.5,0.4234,0,0,2
3066,0,1,"18-30",18860,612,6.4,0.0446,0,0,1
3067,1,0,"31-50",48344,713,14.4,0.9832,1,1,2
3068,0,0,"51+",43855,570,5.5,0.3502,1,0,0
3069,0,0,"51+",40185,578,4.5,0.2408,0,0,0
3070,1,0,"51+",47488,583,12.9,0.6218,0,1,2
3071,0,0,"31-50",32281,518,2,0.0606,0,0,0
3072,0,0,"51+",44574,697,7.5,0.7163,1,1,0
3073,1,1,"51+",38128,744,17.2,0.937,1,1,3
3074,1,1,"18-30",24814,680,11.4,0.2953,0,0,3
3075,0,0,"18-30",49198,633,4,0.475,1,0,0
3076,0,0,"31-50",43535,689,9.5,0.6561,0,1,0
3077,0,0,"31-50",39875,601,11.7,0.3989,0,0,0
3078,0,0,"18-30",23831,693,6,0.3186,0,0,0
3079,0,1,"18-30",41397,677,8.1,0.2327,0,0,1
3080,0,0,"18-30",32914,506,2.5,0.0159,0,0,0
3081,0,1,"18-30",43357,667,11.2,0.7553,1,1,1
3082,1,0,"31-50",55710,628,12.9,0.7422,1,1,2
3083,0,0,"31-50",29963,580,1.2,0.072,0,0,0
3084,1,0,"51+",44236,723,3,0.4559,0,0,2
3085,1,1,"51+",50929,705,6.6,0.575,1,1,3
3086,1,1,"18-30",48834,751,4.1,0.8077,1,1,3
3087,0,1,"18-30",34406,759,4.3,0.4938,1,0,1
3088,1,1,"31-50",35447,708,2.7,0.4851,0,0,3
3089,0,0,"31-50",39034,564,3.5,0.1117,0,0,0
3090,1,1,"31-50",45456,719,14.4,0.9134,1,1,3
3091,0,0,"31-50",27373,641,0,0.0851,0,0,0
3092,0,0,"31-50",21440,574,0,0.0363,0,0,0
3093,1,1,"31-50",44472,664,9.4,0.8066,1,1,3
3094,1,1,"18-30",39829,627,10.3,0.5526,0,1,3
3095,0,0,"31-50",27991,575,1.9,0.0359,0,0,0
3096,0,0,"31-50",34028,565,12.1,0.2243,0,0,0
3097,1,0,"18-30",48054,665,6.7,0.852,1,1,2
3098,1,0,"18-30",42285,562,0.6,0.1363,0,0,2
3099,1,0,"31-50",38403,530,5.2,0.1097,0,0,2
3100,1,1,"51+",34335,739,1.7,0.5679,1,1,3
3101,1,0,"31-50",40422,665,1.1,0.472,1,0,2
3102,0,1,"31-50",32036,654,7.7,0.2588,0,0,1
3103,1,0,"51+",40278,797,11.1,0.9499,1,1,2
3104,0,0,"31-50",40549,564,1.6,0.1999,0,0,0
3105,1,0,"31-50",48278,812,8.1,0.8522,1,1,2
3106,1,0,"31-50",28735,702,7.5,0.3915,1,0,2
3107,0,1,"31-50",38366,638,12.8,0.5903,0,1,1
3108,1,1,"18-30",36969,762,3.8,0.5685,0,1,3
3109,0,0,"51+",38895,628,2.6,0.1745,0,0,0
3110,1,1,"31-50",22772,599,2.5,0.0849,0,0,3
3111,1,0,"51+",60514,609,10.3,0.7905,1,1,2
3112,1,1,"51+",39667,645,9.8,0.6305,1,1,3
3113,0,0,"18-30",32331,529,4.4,0.041,0,0,0
3114,0,0,"31-50",36173,591,4.4,0.1377,0,0,0
3115,1,0,"18-30",32857,695,3.5,0.3826,1,0,2
3116,0,0,"31-50",34221,564,8.1,0.0469,0,0,0
3117,1,1,"51+",43469,711,14.2,0.8313,1,1,3
3118,0,1,"31-50",31324,636,5.2,0.1917,1,0,1
3119,0,1,"18-30",41357,606,10.8,0.4126,1,0,1
3120,0,1,"18-30",30259,556,5.4,0.0961,0,0,1
3121,1,1,"18-30",44649,651,10,0.733,0,1,3
3122,1,0,"31-50",37863,650,14.7,0.5675,0,1,2
3123,0,0,"31-50",19723,718,5.2,0.2167,0,0,0
3124,0,0,"51+",36499,620,11.6,0.3169,0,0,0
3125,1,1,"18-30",40935,728,2.9,0.6471,1,1,3
3126,0,1,"51+",39989,787,9.5,0.8899,1,1,1
3127,0,0,"18-30",46916,567,4.4,0.4783,0,0,0
3128,1,1,"18-30",40288,648,7.2,0.3297,1,0,3
3129,1,1,"18-30",49846,724,7.9,0.8396,0,1,3
3130,0,1,"51+",34308,731,8,0.3521,0,0,1
3131,1,0,"31-50",35903,682,11.6,0.7363,1,1,2
3132,0,0,"31-50",30183,531,4.3,0.0371,0,0,0
3133,0,1,"31-50",41771,612,9,0.2372,1,0,1
3134,1,1,"31-50",40307,613,13.1,0.7624,0,1,3
3135,0,0,"18-30",40135,620,7.3,0.3892,0,0,0
3136,1,0,"18-30",40896,683,0.7,0.5981,0,1,2
3137,1,1,"31-50",32461,644,1.4,0.2516,1,0,3
3138,1,0,"51+",40967,859,2.7,0.907,1,1,2
3139,1,0,"51+",32699,680,9.4,0.5455,0,1,2
3140,0,0,"51+",17839,583,0,0.0349,0,0,0
3141,0,1,"31-50",26845,635,10.3,0.2435,0,0,1
3142,1,0,"31-50",28205,618,9.1,0.1411,0,0,2
3143,1,0,"51+",30388,742,12.8,0.8596,1,1,2
3144,1,1,"31-50",34190,685,10.4,0.5004,1,1,3
3145,1,1,"18-30",46345,586,7.7,0.5991,1,1,3
3146,1,1,"31-50",36670,687,5,0.2966,1,0,3
3147,1,1,"31-50",36260,653,7.6,0.4806,1,0,3
3148,0,0,"31-50",25051,610,0,0.0738,0,0,0
3149,1,1,"31-50",38807,715,13.6,0.8,1,1,3
3150,1,1,"31-50",47651,702,10,0.8552,0,1,3
3151,0,1,"51+",40229,689,12.7,0.5293,0,1,1
3152,0,1,"51+",40040,614,14.2,0.4889,0,0,1
3153,0,0,"31-50",37632,675,2.8,0.3589,1,0,0
3154,1,1,"18-30",30475,677,12.1,0.3552,0,0,3
3155,0,0,"18-30",36114,461,13.5,0.0572,0,0,0
3156,1,1,"51+",35131,666,6.9,0.6791,0,1,3
3157,1,0,"31-50",38517,637,6.3,0.1752,0,0,2
3158,1,1,"18-30",49354,664,13.4,0.6651,1,1,3
3159,1,1,"18-30",40640,685,11,0.8632,0,1,3
3160,0,1,"31-50",37137,566,7.3,0.1122,0,0,1
3161,1,0,"51+",43656,602,6.7,0.6139,1,1,2
3162,1,0,"18-30",44261,710,6.1,0.9497,1,1,2
3163,0,0,"31-50",25412,607,2.9,0.0781,0,0,0
3164,1,0,"31-50",43074,615,10.8,0.3643,1,0,2
3165,1,1,"51+",46708,680,7.5,0.7896,1,1,3
3166,0,0,"18-30",26237,627,3,0.155,0,0,0
3167,0,1,"51+",29853,615,11,0.2338,0,0,1
3168,1,1,"31-50",23568,627,7.3,0.1948,0,0,3
3169,1,0,"51+",42203,687,4.7,0.737,0,1,2
3170,1,0,"31-50",38970,722,7.4,0.5611,0,1,2
3171,0,0,"51+",24965,676,11,0.258,0,0,0
3172,1,0,"31-50",36304,626,9.3,0.4302,0,0,2
3173,1,0,"51+",28558,552,5.3,0.0613,0,0,2
3174,0,1,"51+",41106,581,9,0.4957,0,0,1
3175,1,1,"18-30",33870,587,10.4,0.4874,0,0,3
3176,1,1,"51+",44242,709,8.8,0.598,1,1,3
3177,0,0,"18-30",31881,692,10,0.3497,1,0,0
3178,1,0,"31-50",43499,736,9.3,0.8699,1,1,2
3179,0,1,"18-30",28858,641,6.6,0.207,1,0,1
3180,0,1,"51+",41135,513,3.5,0.1049,0,0,1
3181,1,1,"18-30",39288,858,6.7,0.9531,1,1,3
3182,0,1,"31-50",37693,568,7.4,0.1101,0,0,1
3183,0,1,"31-50",37774,641,2.6,0.1889,0,0,1
3184,1,1,"31-50",45973,634,14.4,0.7055,0,1,3
3185,1,1,"31-50",40562,628,9.9,0.6702,1,1,3
3186,0,1,"31-50",37425,755,0,0.6833,1,1,1
3187,1,0,"31-50",35543,780,5.3,0.9365,1,1,2
3188,1,0,"31-50",22613,538,6.2,0.0243,0,0,2
3189,0,1,"31-50",41489,545,7.1,0.152,0,0,1
3190,0,0,"18-30",34563,550,10.4,0.441,0,0,0
3191,0,1,"31-50",27527,636,0,0.0873,0,0,1
3192,0,1,"31-50",26672,658,7.1,0.3837,0,0,1
3193,1,0,"18-30",39511,707,9.3,0.766,1,1,2
3194,0,0,"31-50",18945,632,4.6,0.05,1,0,0
3195,0,0,"31-50",44152,681,5.3,0.6758,1,1,0
3196,0,0,"51+",32152,545,14.5,0.2384,0,0,0
3197,1,0,"31-50",40680,527,4.5,0.1085,0,0,2
3198,1,1,"18-30",43437,611,6.3,0.3918,0,0,3
3199,0,0,"51+",20738,551,4,0.0142,0,0,0
3200,1,1,"31-50",53057,703,0.4,0.8584,1,1,3
3201,1,1,"31-50",53791,536,0,0.4234,0,0,3
3202,1,1,"18-30",27404,647,3.2,0.1641,0,0,3
3203,0,1,"51+",23866,575,16,0.0707,0,0,1
3204,1,1,"31-50",42474,679,6.2,0.6253,0,1,3
3205,1,0,"31-50",45869,676,7.3,0.7872,1,1,2
3206,1,0,"51+",18895,600,10.5,0.0668,0,0,2
3207,1,1,"18-30",60416,688,11.7,0.9683,1,1,3
3208,0,0,"51+",26390,625,8.7,0.1642,0,0,0
3209,1,0,"31-50",38012,740,3,0.8205,1,1,2
3210,0,0,"31-50",33674,676,6.5,0.1196,0,0,0
3211,1,0,"18-30",36812,644,15.4,0.5629,1,1,2
3212,1,0,"51+",34955,687,8.9,0.7747,0,1,2
3213,0,1,"31-50",34450,625,13.8,0.3354,1,0,1
3214,0,1,"31-50",45379,606,7.1,0.3612,1,0,1
3215,0,0,"18-30",44697,447,4.1,0.0563,1,0,0
3216,1,0,"18-30",29143,767,8.4,0.7096,1,1,2
3217,0,0,"31-50",30086,621,7.2,0.1862,1,0,0
3218,1,0,"18-30",53951,770,9.4,0.9491,1,1,2
3219,0,0,"51+",46414,761,14.5,0.8655,1,1,0
3220,1,1,"18-30",31837,581,2.5,0.1046,0,0,3
3221,0,0,"31-50",48908,685,12.8,0.6313,1,1,0
3222,1,0,"51+",32139,647,7.6,0.4065,0,0,2
3223,0,1,"31-50",28975,739,11.6,0.6044,1,1,1
3224,0,1,"31-50",35610,622,9,0.1997,1,0,1
3225,0,1,"31-50",32470,657,3.5,0.2487,0,0,1
3226,0,0,"51+",19001,643,4.7,0.1277,0,0,0
3227,1,0,"18-30",30170,714,10.1,0.4773,1,0,2
3228,0,0,"51+",40555,482,13.5,0.4079,0,0,0
3229,1,1,"18-30",19704,672,4.4,0.2212,1,0,3
3230,0,0,"51+",37574,646,11,0.3964,1,0,0
3231,1,0,"31-50",28628,785,11,0.7998,1,1,2
3232,1,0,"51+",38738,683,10.5,0.6734,1,1,2
3233,1,0,"31-50",39697,655,10.9,0.771,0,1,2
3234,1,1,"18-30",50036,691,8.9,0.8167,1,1,3
3235,0,1,"18-30",30224,624,11.6,0.3105,1,0,1
3236,1,0,"51+",35650,668,10.4,0.8217,0,1,2
3237,0,0,"31-50",40736,623,10.5,0.2924,0,0,0
3238,0,0,"51+",30820,587,2.1,0.0637,0,0,0
3239,1,0,"18-30",43927,720,5.9,0.4832,1,0,2
3240,0,1,"18-30",42239,576,2.9,0.2809,0,0,1
3241,1,0,"51+",34061,611,10.9,0.3732,0,0,2
3242,0,1,"31-50",39988,615,6.7,0.4206,0,0,1
3243,0,1,"31-50",31046,668,13.1,0.3963,1,0,1
3244,0,0,"51+",37802,657,4.5,0.3005,1,0,0
3245,0,1,"31-50",30601,639,8.2,0.1191,0,0,1
3246,0,1,"31-50",47120,618,5.4,0.5032,1,1,1
3247,0,0,"31-50",42046,605,9.4,0.4062,1,0,0
3248,0,0,"51+",32446,698,8,0.1716,1,0,0
3249,1,0,"18-30",18929,630,4.7,0.0851,0,0,2
3250,0,1,"18-30",44322,587,10.4,0.4729,0,0,1
3251,1,0,"31-50",38546,631,4.8,0.5232,0,1,2
3252,1,1,"18-30",29321,635,11.2,0.4787,1,0,3
3253,0,0,"31-50",34948,611,10.9,0.4429,0,0,0
3254,1,0,"31-50",40171,706,12.5,0.7897,1,1,2
3255,0,0,"31-50",30324,695,7.8,0.4256,0,0,0
3256,1,0,"31-50",48233,612,12.4,0.7525,1,1,2
3257,1,1,"31-50",33279,618,6.2,0.3582,1,0,3
3258,0,1,"51+",35460,632,7.7,0.2917,0,0,1
3259,0,1,"18-30",23959,663,11.4,0.1799,1,0,1
3260,1,0,"31-50",43007,676,7.1,0.593,1,1,2
3261,1,1,"18-30",42539,676,11.7,0.765,1,1,3
3262,1,0,"51+",28151,662,15.4,0.2545,0,0,2
3263,1,0,"31-50",37053,513,7,0.0548,0,0,2
3264,0,1,"31-50",39528,723,7.2,0.6746,1,1,1
3265,1,1,"31-50",49602,745,11.8,0.9252,1,1,3
3266,0,0,"18-30",38378,593,5.4,0.1956,1,0,0
3267,0,1,"31-50",31198,678,6.9,0.2254,1,0,1
3268,1,0,"18-30",57602,780,8.7,0.983,1,1,2
3269,1,0,"31-50",36255,683,10.9,0.6266,1,1,2
3270,1,1,"18-30",30743,702,8.1,0.3946,1,0,3
3271,1,1,"18-30",34652,697,7.5,0.7364,0,1,3
3272,1,1,"31-50",50772,616,0.9,0.6509,0,1,3
3273,0,1,"18-30",30785,712,4.8,0.2815,1,0,1
3274,1,0,"51+",44205,604,12,0.5967,0,1,2
3275,0,0,"31-50",47132,699,8,0.7297,1,1,0
3276,0,1,"51+",31283,691,7.8,0.3316,0,0,1
3277,1,1,"51+",34774,640,7.7,0.434,1,0,3
3278,1,0,"31-50",36081,781,0,0.5046,0,1,2
3279,0,1,"18-30",56417,621,4.8,0.6992,1,1,1
3280,1,1,"31-50",33790,712,6,0.7105,0,1,3
3281,1,0,"31-50",42557,620,8.8,0.3917,1,0,2
3282,1,1,"31-50",47048,658,13.7,0.8833,1,1,3
3283,1,0,"18-30",30932,623,0.5,0.3331,1,0,2
3284,0,0,"51+",37393,641,9.4,0.2244,0,0,0
3285,0,0,"51+",41635,553,3.9,0.0648,0,0,0
3286,1,1,"31-50",39849,622,5.9,0.3579,1,0,3
3287,0,1,"18-30",27621,642,10.4,0.3154,0,0,1
3288,1,0,"18-30",38448,577,8.4,0.1747,0,0,2
3289,0,0,"31-50",36949,718,4.9,0.6216,1,1,0
3290,1,0,"31-50",35962,728,3.1,0.4397,0,0,2
3291,1,0,"31-50",45546,563,11.4,0.7475,0,1,2
3292,1,0,"51+",38000,675,4.5,0.6066,1,1,2
3293,1,1,"51+",34750,658,7.3,0.2266,0,0,3
3294,1,1,"31-50",52006,500,7.9,0.3301,0,0,3
3295,1,0,"31-50",28404,688,11.7,0.5194,0,1,2
3296,1,1,"18-30",42573,597,5.3,0.5323,0,1,3
3297,0,0,"31-50",31893,509,4.5,0.0404,0,0,0
3298,1,1,"18-30",39143,653,13.1,0.6985,1,1,3
3299,1,1,"51+",39186,643,2.7,0.3372,0,0,3
3300,0,0,"31-50",27466,553,13,0.1243,0,0,0
3301,1,0,"31-50",34918,691,4.2,0.376,0,0,2
3302,1,1,"18-30",35910,666,11.2,0.8616,1,1,3
3303,1,1,"31-50",47551,711,6.6,0.8046,0,1,3
3304,0,1,"31-50",41759,673,7.2,0.3543,1,0,1
3305,0,0,"18-30",40171,604,8.2,0.4137,1,0,0
3306,1,0,"51+",47374,571,13.3,0.5035,1,1,2
3307,0,0,"51+",51607,713,8.4,0.7644,1,1,0
3308,0,0,"31-50",56113,562,9,0.6491,0,1,0
3309,1,1,"31-50",36422,630,12.2,0.4693,0,0,3
3310,1,0,"31-50",26174,597,10,0.1328,0,0,2
3311,1,0,"51+",44362,765,13,0.9466,1,1,2
3312,0,1,"51+",28150,537,6.7,0.037,0,0,1
3313,1,1,"18-30",42964,743,3.2,0.8418,1,1,3
3314,0,0,"31-50",24860,732,8,0.6924,1,1,0
3315,1,1,"51+",44017,699,14.6,0.8848,1,1,3
3316,1,1,"51+",30255,698,9.7,0.5725,0,1,3
3317,0,0,"51+",49530,576,6.5,0.2306,0,0,0
3318,1,0,"31-50",32649,638,10.7,0.3325,0,0,2
3319,1,1,"18-30",48995,724,5,0.8852,1,1,3
3320,0,0,"18-30",26549,629,1.8,0.0838,0,0,0
3321,0,1,"31-50",37186,758,10.1,0.6684,1,1,1
3322,1,1,"31-50",36388,810,9.6,0.9016,1,1,3
3323,1,0,"31-50",45435,693,6.6,0.8534,1,1,2
3324,1,1,"31-50",50723,639,5.5,0.6946,1,1,3
3325,0,0,"31-50",47896,658,9.3,0.56,1,1,0
3326,1,0,"18-30",41860,721,7,0.7585,1,1,2
3327,1,1,"31-50",31161,775,3.3,0.6109,0,1,3
3328,0,0,"18-30",28045,608,1.4,0.1066,0,0,0
3329,1,0,"31-50",55806,658,10.6,0.6305,1,1,2
3330,1,0,"31-50",41029,694,2.4,0.5211,0,1,2
3331,1,0,"31-50",36537,685,7.4,0.6016,0,1,2
3332,1,0,"18-30",44105,623,12.8,0.5275,0,1,2
3333,0,0,"31-50",22653,649,2.6,0.0903,0,0,0
3334,0,0,"31-50",30645,620,14.1,0.3347,0,0,0
3335,0,0,"51+",27404,730,7.9,0.5418,1,1,0
3336,1,1,"18-30",19766,666,7.3,0.1743,0,0,3
3337,0,1,"51+",37795,538,7.9,0.156,0,0,1
3338,0,1,"18-30",29700,776,6.6,0.5108,1,1,1
3339,0,1,"18-30",35801,544,9.6,0.1511,0,0,1
3340,0,1,"31-50",40870,552,6.7,0.3713,0,0,1
3341,1,1,"31-50",39649,690,12.7,0.8717,1,1,3
3342,0,0,"51+",42081,625,7,0.4863,1,0,0
3343,0,0,"51+",26626,570,3.4,0.0679,0,0,0
3344,1,0,"51+",40210,669,9.7,0.8368,1,1,2
3345,1,0,"31-50",31945,649,13.5,0.5425,1,1,2
3346,0,0,"51+",44372,521,9.4,0.2976,0,0,0
3347,1,1,"18-30",46335,689,13.1,0.7446,1,1,3
3348,0,1,"31-50",24212,731,3.8,0.3023,0,0,1
3349,0,1,"31-50",39165,695,7.4,0.5013,1,1,1
3350,1,0,"31-50",43370,734,10.2,0.8601,1,1,2
3351,0,1,"51+",39219,678,10.3,0.4488,0,0,1
3352,1,1,"51+",57290,684,10.7,0.9439,1,1,3
3353,0,1,"18-30",27576,630,8,0.0999,0,0,1
3354,1,0,"31-50",42176,582,5.4,0.3661,0,0,2
3355,1,1,"31-50",46501,602,7.7,0.4587,1,0,3
3356,0,1,"31-50",32794,647,7.6,0.4465,1,0,1
3357,1,1,"18-30",36923,545,11.2,0.064,0,0,3
3358,0,0,"18-30",36793,641,0,0.2786,0,0,0
3359,0,0,"51+",40590,602,2.4,0.2791,0,0,0
3360,0,0,"18-30",24515,759,10,0.5811,1,1,0
3361,0,1,"18-30",32658,727,4.7,0.3327,1,0,1
3362,1,0,"31-50",37888,640,3.7,0.1439,0,0,2
3363,0,0,"18-30",34408,671,2.4,0.2338,0,0,0
3364,0,1,"31-50",46600,527,2.9,0.0958,0,0,1
3365,1,1,"51+",33321,579,4.1,0.1148,0,0,3
3366,1,1,"18-30",38932,723,2.5,0.3427,1,0,3
3367,0,1,"31-50",21685,649,7.2,0.1947,0,0,1
3368,1,0,"31-50",34922,602,6.1,0.2674,0,0,2
3369,1,1,"31-50",38747,701,3.4,0.6549,0,1,3
3370,0,0,"31-50",30694,663,5.5,0.1934,0,0,0
3371,0,0,"51+",29239,638,8.1,0.1748,0,0,0
3372,0,0,"18-30",36828,671,2.2,0.3481,0,0,0
3373,1,0,"31-50",39500,613,5.1,0.2585,0,0,2
3374,0,0,"51+",28409,602,4.9,0.0993,0,0,0
3375,1,0,"51+",30908,623,5,0.223,0,0,2
3376,0,1,"51+",39576,617,2.1,0.3278,0,0,1
3377,1,0,"31-50",31063,697,9.9,0.4992,1,0,2
3378,0,0,"31-50",40721,658,11.1,0.6082,1,1,0
3379,0,0,"18-30",33224,479,2.1,0.0122,0,0,0
3380,0,0,"31-50",37260,638,4.7,0.1694,1,0,0
3381,0,1,"18-30",21411,665,4.7,0.1651,0,0,1
3382,1,0,"31-50",39750,711,9.8,0.8444,0,1,2
3383,1,0,"31-50",41557,805,7.1,0.9065,1,1,2
3384,1,0,"31-50",54447,697,6.8,0.7608,0,1,2
3385,1,1,"18-30",48148,536,0,0.3349,0,0,3
3386,1,1,"51+",36703,662,5.8,0.7334,0,1,3
3387,0,1,"31-50",51269,526,1.7,0.4963,0,0,1
3388,1,1,"31-50",29484,796,9.1,0.807,1,1,3
3389,1,0,"51+",43195,807,7.8,0.8351,1,1,2
3390,0,1,"31-50",36675,694,4.6,0.2216,0,0,1
3391,0,1,"31-50",42455,575,10.2,0.2002,1,0,1
3392,1,1,"31-50",44149,623,0,0.2847,0,0,3
3393,1,1,"51+",39472,750,6.3,0.8039,1,1,3
3394,1,0,"51+",36472,591,10.6,0.2237,0,0,2
3395,1,0,"31-50",29378,691,7.7,0.2117,1,0,2
3396,0,0,"18-30",43462,650,8.8,0.3773,1,0,0
3397,1,1,"31-50",39828,764,11.7,0.8196,1,1,3
3398,0,1,"18-30",29130,583,9.8,0.1955,0,0,1
3399,1,0,"31-50",47393,635,10.3,0.4785,1,0,2
3400,1,0,"18-30",46435,730,10.5,0.9029,1,1,2
3401,1,1,"51+",42235,603,0,0.1818,0,0,3
3402,1,0,"31-50",26698,658,8.3,0.1659,0,0,2
3403,1,0,"31-50",43820,684,9.1,0.78,1,1,2
3404,1,0,"51+",60645,602,7.7,0.8955,1,1,2
3405,1,1,"18-30",28115,587,0.6,0.0667,0,0,3
3406,1,1,"51+",35311,764,4.1,0.5986,1,1,3
3407,0,0,"31-50",43106,629,3.7,0.2896,0,0,0
3408,1,0,"31-50",41317,664,11.9,0.756,1,1,2
3409,0,0,"31-50",37586,765,6.2,0.8594,1,1,0
3410,1,1,"31-50",42659,628,11.2,0.649,1,1,3
3411,1,0,"31-50",37054,760,8.8,0.8485,0,1,2
3412,0,1,"18-30",38717,534,3.4,0.0297,0,0,1
3413,1,0,"18-30",41930,681,6.9,0.8096,1,1,2
3414,0,1,"18-30",25509,576,8.2,0.1155,0,0,1
3415,0,1,"31-50",20165,546,3.3,0.043,0,0,1
3416,0,1,"18-30",33764,658,8.9,0.4335,1,0,1
3417,0,0,"31-50",16379,720,11.3,0.2179,1,0,0
3418,1,1,"51+",35681,690,13.8,0.788,1,1,3
3419,0,1,"51+",33226,584,15,0.1824,0,0,1
3420,1,0,"18-30",59904,596,4.8,0.6618,1,1,2
3421,1,1,"18-30",19567,561,5.6,0.0287,0,0,3
3422,0,1,"51+",41896,672,4.4,0.5521,1,1,1
3423,0,1,"51+",28299,618,3.8,0.0753,0,0,1
3424,1,0,"51+",24308,695,10.4,0.4339,0,0,2
3425,1,1,"31-50",29960,787,0.6,0.7184,1,1,3
3426,1,0,"31-50",44644,725,13.6,0.8997,1,1,2
3427,0,1,"31-50",32372,473,1.2,0.024,0,0,1
3428,0,1,"18-30",34406,580,1.6,0.0274,0,0,1
3429,0,1,"31-50",30799,663,7.4,0.477,0,0,1
3430,0,0,"31-50",32932,642,4,0.2397,1,0,0
3431,1,0,"31-50",28082,656,4.9,0.1567,0,0,2
3432,1,0,"31-50",47067,569,10,0.2113,1,0,2
3433,1,0,"51+",49567,758,7.5,0.9684,1,1,2
3434,0,0,"31-50",39525,613,10.8,0.5447,1,1,0
3435,1,0,"31-50",30061,664,8.8,0.5007,0,1,2
3436,1,0,"18-30",37437,756,7.7,0.9061,1,1,2
3437,0,0,"31-50",38771,532,10.8,0.1148,0,0,0
3438,0,1,"31-50",38127,596,15.7,0.5307,0,1,1
3439,1,1,"31-50",22034,659,5.5,0.0706,0,0,3
3440,1,0,"31-50",27887,586,7.9,0.105,0,0,2
3441,0,0,"31-50",27949,544,10.2,0.0543,0,0,0
3442,0,0,"18-30",19093,601,6.8,0.0532,0,0,0
3443,0,1,"31-50",40768,599,9.1,0.3535,1,0,1
3444,1,1,"31-50",36879,666,15.4,0.7553,1,1,3
3445,1,1,"51+",47560,646,13.9,0.7137,1,1,3
3446,1,1,"31-50",38689,683,7.5,0.5039,1,1,3
3447,1,1,"51+",50500,772,10.7,0.9512,1,1,3
3448,1,0,"31-50",17730,793,10.4,0.5475,0,1,2
3449,0,0,"31-50",28130,578,6.4,0.0492,0,0,0
3450,1,0,"31-50",47289,618,3.4,0.5733,0,1,2
3451,1,0,"18-30",42472,666,6.3,0.5315,0,1,2
3452,1,1,"18-30",37909,779,9.5,0.9384,1,1,3
3453,1,0,"31-50",51971,714,10.9,0.8915,1,1,2
3454,1,1,"31-50",36956,669,6.3,0.2067,0,0,3
3455,1,1,"51+",60944,611,7.1,0.8895,1,1,3
3456,1,1,"51+",39763,785,6,0.7785,1,1,3
3457,1,1,"31-50",33398,606,1,0.1716,0,0,3
3458,0,0,"31-50",32726,609,3.5,0.1714,0,0,0
3459,1,0,"18-30",45642,584,8.7,0.2903,1,0,2
